title,release,day_audience,total_audience,screen,Nationality,distributor,grade,genre,director,actor,date,day,weekday,holiday
돌연변이,2015-10-22,230,100488,7,한국,필라멘트픽쳐스,12세이상관람가,"드라마,코미디",권오광,"이광수,이천희,박보영,장광,이병준,김희원,강봉성,권오광,추민철,장원석,우문기,김수정,김태환,박성일,박시영,박준수,박지연",2015-11-27,37,금요일,0
동주,2016-02-17,4675,1138753,112,한국,메가박스(주)플러스엠,12세이상관람가,드라마,이준익,"강하늘,박정민,김인우,최홍일,김정석,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진",2016-03-27,40,일요일,1
두근두근내인생,2014-09-03,30,1624107,1,한국,씨제이이앤엠(주),12세이상관람가,드라마,이재용,"송혜교,김승욱,강동원,조성목,백일섭,황석정,안현정,강상대,신동길,양승걸,이강진,이동민,전상원,정동혁,정해진,허준석,김동섭,김소진,김승찬,김화목,도현민,박광설,채서진",2014-10-10,38,금요일,0
드라큘라전설의시작,2014-10-08,16,1321636,1,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"판타지,액션",개리쇼어,"루크에반스,도미닉쿠퍼",2014-11-16,40,일요일,1
드래곤길들이기2,2014-07-23,3785,2996606,72,미국,씨제이이앤엠(주),전체관람가,"애니메이션,액션,어드벤처",딘데블로이스,"제이바루첼,제라드버틀러,케이트블란쳇,아메리카페레라",2014-08-31,40,일요일,1
드림쏭,2016-09-14,379,232899,12,미국,(주)이수C&E,전체관람가,애니메이션,애쉬브래넌,"J.K.시몬스,루크윌슨,에디이자드,맷딜런",2016-10-23,40,일요일,1
또하나의약속,2014-02-06,433,496832,11,한국,(주)오에이엘,12세이상관람가,드라마,김태윤,"우혜영,박철민,김규리,윤유선,박희정,유세형,이경영,박윤선,박윤호,강선영,석현,신혜정,정상민,정태수,정홍일,윤태영,최영옥,최혁진,최효원,이새별,이선영,이성준,이소연,한은경,김리승,김민식,김영환,김재현,김태영,김형일,정진영,김영재,김선영,김종언,임종윤",2014-03-17,40,월요일,0
라라랜드,2016-12-07,40288,2924098,358,미국,판씨네마(주),12세이상관람가,"드라마,뮤지컬,멜로/로맨스",다미엔차젤레,"엠마스톤,라이언고슬링,핀위트록,J.K.시몬스,로즈마리드윗",2017-01-15,40,일요일,1
라이언,2017-02-01,64,104007,2,호주,(주)이수C&E,12세이상관람가,드라마,가스데이비스,"데브파텔,루니마라,니콜키드먼,데이빗웬햄,타니시타차터제,이몬파렌,디프티나발",2017-03-12,40,일요일,1
라이트아웃,2016-08-24,7,1111280,1,미국,워너브러더스코리아(주),15세이상관람가,공포(호러),데이비드F.샌드버그,"테레사팔머,알리시아벨라베일리,가브리엘베이트먼,알렉산더디퍼시아",2016-10-01,39,토요일,1
라이프,2017-04-05,104,459984,2,미국,소니픽쳐스엔터테인먼트코리아주식회사극장배급지점,15세이상관람가,"SF,스릴러",다니엘에스피노사,"제이크질렌할,레베카퍼거슨,라이언레놀즈,사나다히로유키,앨리욘버케어,올가디호비치나야",2017-05-04,30,목요일,0
러덜리스,2015-07-09,61,77086,4,미국,그린나래미디어(주),12세이상관람가,"코미디,드라마",윌리엄H.머시,"빌리크루덥,안톤옐친,셀레나고메즈,로렌스피쉬번,펠리시티허프먼",2015-08-17,40,월요일,0
"러브,로지",2014-12-10,761,296687,4,영국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"코미디,멜로/로맨스",크리스티안디터,"릴리콜린스,샘클라플린",2015-01-13,35,화요일,0
러브라이브!더스쿨아이돌무비,2015-09-03,69,86344,5,일본,(주)박수엔터테인먼트,전체관람가,애니메이션,쿄고쿠타카히코,"토쿠이소라,파일,쿠보유리카,이이다리호,쿠스다아이나,난죠요시노,미모리스즈코,우치다아야,닛타에미",2015-10-12,40,월요일,0
럭키,2016-10-13,7051,6940640,367,한국,(주)쇼박스,15세이상관람가,코미디,이계벽,"유해진,이준,조윤희,임지연,전혜빈,이동휘,박선용,박은미,정소리,이승철,최시형,홍의권,문광식,김기정",2016-11-21,40,월요일,0
런던해즈폴른,2016-03-10,124,731551,1,미국,메가박스(주)플러스엠,15세이상관람가,"액션,범죄,스릴러",바박나자피,"제라드버틀러,아론에크하트,모건프리먼,안젤라바셋",2016-04-14,36,목요일,0
레고무비,2014-02-06,39,232808,3,미국,워너브러더스코리아(주),전체관람가,"애니메이션,코미디,액션,가족","필로드,크리스밀러","윌페렐,리암니슨,엘리자베스뱅크스,모건프리먼,윌아넷,닉오퍼만,크리스프랫",2014-03-17,40,월요일,0
레고배트맨무비,2017-02-09,54,148760,1,미국,워너브러더스코리아(주),전체관람가,"애니메이션,액션,코미디",크리스맥케이,"윌아넷,로자리오도슨,랄프파인즈,마이클세라",2017-03-19,39,일요일,1
레버넌트죽음에서돌아온자,2016-01-14,96,2001318,3,미국,이십세기폭스코리아(주),15세이상관람가,"어드벤처,드라마",알레한드로곤잘레스이냐리투,"레오나르도디카프리오,톰하디",2016-02-22,40,월요일,0
레터스투갓,2016-02-25,15,52930,2,미국,(주)모멘텀엔터테인먼트,전체관람가,"가족,드라마",데이빗닉슨,"태너맥과이어,제프리존슨",2016-04-04,40,월요일,0
로건,2017-03-01,147,2167067,6,미국,이십세기폭스코리아(주),청소년관람불가,"액션,SF",제임스맨골드,"휴잭맨,패트릭스튜어트,보이드홀브룩,스테판머천트,리차드E.그랜트,에릭라살,엘리스닐",2017-04-09,40,일요일,1
로그원스타워즈스토리,2016-12-28,98,1018840,4,미국,월트디즈니컴퍼니코리아유한책임회사,12세이상관람가,"액션,어드벤처,판타지,SF",가렛에드워즈,"펠리시티존스,디에고루나,매즈미켈슨,리즈아메드,포레스트휘테커,견자단,알란터딕,강문",2017-02-05,40,일요일,1
"로봇,소리",2016-01-27,1,476665,1,한국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,드라마,이호재,"이성민,이희준,이하늬,김원해,채수빈,심은경,곽시양,이영진,이무생,남연우,전국환,류준열,박영수,이현석,박정민,박지훈,안광복,유민상,이상우,이승준,노소영",2016-03-02,36,수요일,0
로빈슨크루소,2016-09-07,671,137698,17,벨기에,(주)영화사빅,전체관람가,"애니메이션,어드벤처,코미디","벤스타센,빈센트케스텔루트","마티아스슈바이그호퍼,데이비드하워드,콜린메츠거,라일라베르진,조이카멘,마리브헤링턴",2016-10-16,40,일요일,1
로스트인더스트,2016-11-03,19,81236,1,미국,메가박스(주)플러스엠,15세이상관람가,"범죄,드라마",데이빗맥킨지,"크리스파인,벤포스터,제프브리지스",2016-12-12,40,월요일,0
루돌프와많이있어,2016-12-28,150,215777,5,일본,씨제이이앤엠(주),전체관람가,애니메이션,"유야마쿠니히코,사카키바라모토노리","김율,신용우,홍범기,시영준,김영찬,정유정,김가령,이노우에마오,스즈키료헤이,미즈키나나,후루타아라타",2017-02-02,37,목요일,0
루시,2014-09-03,3,1974893,1,미국,유니버설픽쳐스인터내셔널코리아(유),청소년관람불가,액션,뤽베송,"스칼렛요한슨,모건프리먼,최민식",2014-10-08,36,수요일,0
룸,2016-03-03,37,86962,3,아일랜드,(주)영화사빅,15세이상관람가,드라마,레니에이브러햄슨,"브리라슨,제이콥트렘블레이",2016-04-10,39,일요일,1
리스본행야간열차,2014-06-05,541,56898,13,독일,(주)나이너스엔터테인먼트,15세이상관람가,"미스터리,멜로/로맨스,스릴러",빌어거스트,"제레미아이언스,멜라니로랑,잭휴스턴,마르티나게덱",2014-07-14,40,월요일,0
리얼,2017-06-28,30,470107,1,한국,씨제이이앤엠(주),청소년관람불가,액션,이사랑,"김수현,성동일,이성민,최진리,조우진,이경영,김홍파,정인겸,최권,한지은",2017-08-01,35,화요일,0
리오2,2014-05-01,7,762255,3,미국,이십세기폭스코리아(주),전체관람가,"애니메이션,코미디,어드벤처",카를로스살다나,"제시아이젠버그,앤해서웨이,레슬리만,제이미폭스,임시완,류승룡,써니",2014-06-09,40,월요일,0
마다가스카의펭귄,2014-12-31,131,1661075,5,미국,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,어드벤처,가족","에릭다넬,사이몬J.스미스","베네딕트컴버배치,존말코비치,톰맥그라스,크리스밀러,크리스토퍼나이츠,켄정",2015-02-08,40,일요일,1
마담뺑덕,2014-10-02,6,471050,2,한국,씨제이이앤엠(주),청소년관람불가,멜로/로맨스,임필성,"정우성,이솜,박소영,박팔영,손지연,어주선,정현석,한세인,김도연,김성민,김희원,민들레,박소담,윤세아",2014-11-10,40,월요일,0
마담프루스트의비밀정원,2014-07-24,699,128635,25,프랑스,찬란,전체관람가,드라마,실뱅쇼메,"귀욤고익스,앤르니",2014-09-01,40,월요일,0
마미,2014-12-18,147,54138,2,캐나다,(주)엣나인필름,15세이상관람가,드라마,자비에돌란,"앤도벌,안토니-올리버피론,수잔클레망",2015-01-26,40,월요일,0
마션,2015-10-08,6370,4848056,245,미국,이십세기폭스코리아(주),12세이상관람가,"액션,어드벤처,SF",리들리스콧,"맷데이먼,제시카차스테인,제프다니엘스,케이트마라,크리스틴위그",2015-11-16,40,월요일,0
마스터,2016-12-21,1375,7141637,37,한국,씨제이이앤엠(주),15세이상관람가,"액션,범죄",조의석,"이병헌,강동원,김우빈,엄지원,오달수,진경,김정우,장한별",2017-01-29,40,일요일,1
마야,2014-09-04,47,265149,3,독일,(주)박수엔터테인먼트,전체관람가,애니메이션,알렉스스타더만,"김서영,홍소영",2014-10-12,39,일요일,1
마이리틀자이언트,2016-08-10,262,125455,8,미국,월트디즈니컴퍼니코리아(주),전체관람가,"어드벤처,가족,판타지",스티븐스필버그,"마크라이런스,레베카홀,빌헤이더,제메인클레멘트,매트프류어,라프스팰,아담가들리,헤이그수더랜드,마이클아담스웨이트",2016-09-18,40,일요일,1
마이펫오지,2017-02-16,23,124026,1,스페인,롯데쇼핑㈜롯데엔터테인먼트,전체관람가,"애니메이션,어드벤처",알베르토로드리게즈,NA,2017-03-26,39,일요일,1
마이펫의이중생활,2016-08-03,703,2519988,21,미국,유니버설픽쳐스인터내셔널코리아(유),전체관람가,"애니메이션,코미디,가족",크리스리노드,"스티브쿠건,엘리켐퍼,레이크벨,데이너카비,케빈하트",2016-09-11,40,일요일,1
말레피센트,2014-05-29,62,1397359,1,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),12세이상관람가,"액션,어드벤처,드라마",로버트스트롬버그,"안젤리나졸리,엘르패닝",2014-07-06,39,일요일,1
매드맥스분노의도로,2015-05-14,9664,3802402,225,미국,워너브러더스코리아(주),15세이상관람가,"액션,어드벤처,스릴러",조지밀러,"톰하디,샤를리즈테론,니콜라스홀트,조크라비츠,로지헌팅턴-휘틀리,라일리코프,메간게일,애비리,코트니이튼",2015-06-22,40,월요일,0
매직인더문라이트,2014-08-20,118,76503,5,미국,(주)인벤트스톤,12세이상관람가,"코미디,드라마,멜로/로맨스",우디앨런,"콜린퍼스,엠마스톤",2014-09-28,40,일요일,1
맥베스,2015-12-03,78,97216,7,영국,판씨네마(주),15세이상관람가,드라마,저스틴커젤,"마이클패스벤더,마리옹꼬띠아르",2016-01-11,40,월요일,0
맨인더다크,2016-10-05,12,1003404,1,미국,유니버설픽쳐스인터내셔널코리아(유),청소년관람불가,스릴러,페드알바레즈,"제인레비,딜런미네트,스티븐랭,다니엘조바토",2016-11-13,40,일요일,1
맨체스터바이더씨,2017-02-15,43,54841,3,미국,THE픽쳐스,15세이상관람가,드라마,케네스로너건,"케이시애플렉,미쉘윌리엄스,카일챈들러,테이트도노반,조쉬해밀톤,매튜브로데릭,그레첸몰,톰켐프,카라헤이워드",2017-03-26,40,일요일,1
메이즈러너,2014-09-18,3066,2780769,136,미국,이십세기폭스코리아(주),12세이상관람가,"액션,미스터리,SF,스릴러",웨스볼,"딜런오브라이언,카야스코델라리오,윌폴터,토마스생스터,이기홍",2014-10-27,40,월요일,0
메이즈러너스코치트라이얼,2015-09-16,304,2743737,9,미국,이십세기폭스코리아(주),12세이상관람가,"액션,SF,스릴러",웨스볼,"딜런오브라이언,토마스생스터,카야스코델라리오,이기홍",2015-10-25,40,일요일,1
메카닉리크루트,2016-08-31,2,551874,2,미국,(주)제이앤씨미디어그룹,15세이상관람가,"액션,범죄,스릴러",데니스간젤,"제이슨스타뎀,제시카알바,토미리존스,양자경",2016-10-09,40,일요일,1
명량,2014-07-30,54182,17163996,333,한국,씨제이이앤엠(주),15세이상관람가,"사극,액션",김한민,"최민식,류승룡,조진웅,김명곤,진구,이정현,권율,노민우,김태훈,이승준,오타니료헤이,박보검,박원우,서성광,오명훈,유명환,윤희경,이윤기,정수남,정순태,정의석,김원해,이해영,장준녕,김길동,김강일,강태영,하형원,한상대,김동원,김민석,김민식,김재철,김준형,김현중,박선용,박노식,최덕문,조복래,문영동",2014-09-07,40,일요일,1
명탐정코난순흑의악몽,2016-08-03,300,508803,3,일본,씨제이이앤엠(주),12세이상관람가,"애니메이션,미스터리,어드벤처","시즈노코분,야마모토야스이치로",NA,2016-09-09,38,금요일,0
명탐정코난이차원의저격수,2014-08-06,218,398606,4,일본,씨제이이앤엠(주),12세이상관람가,"애니메이션,스릴러,어드벤처",시즈노코분,NA,2014-09-10,36,수요일,1
명탐정코난코난실종사건-사상최악의이틀,2015-02-12,148,256830,7,일본,씨제이이앤엠(주),12세이상관람가,"애니메이션,어드벤처,스릴러",야마모토야스이치로,NA,2015-03-22,39,일요일,1
명탐정코난화염의해바라기,2015-08-05,14,470955,2,일본,씨제이이앤엠(주),전체관람가,애니메이션,시즈노코분,"타카야마미나미,야마자키와카나,코야마리키야,야마구치캇페이",2015-09-13,40,일요일,1
모아나,2017-01-12,1330,2297255,61,미국,월트디즈니컴퍼니코리아유한책임회사,전체관람가,애니메이션,"론클레멘츠,존머스커","드웨인존슨,아우이크라발호,알란터딕,제메인클레멘트,테무에라모리슨",2017-02-20,40,월요일,0
목소리의형태,2017-05-09,49,275737,2,일본,(주)디스테이션,전체관람가,"애니메이션,멜로/로맨스",야마다나오코,"이리노미유,하야미사오리,유키아오이,오노켄쇼,카네코유키,이시카와유이,토요나가토시유키",2017-06-17,40,토요일,1
몬스터호텔2,2015-12-24,16,1514930,3,미국,유니버설픽쳐스인터내셔널코리아(유),전체관람가,애니메이션,젠디타타코브스키,"아담샌들러,셀레나고메즈,케빈제임스,스티브부세미",2016-02-01,40,월요일,0
무뢰한,2015-05-27,80,414084,5,한국,CGV아트하우스,청소년관람불가,멜로/로맨스,오승욱,"김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현",2015-07-05,40,일요일,1
"무현,두도시이야기",2016-10-26,1766,184573,53,한국,(주)모멘텀엔터테인먼트,15세이상관람가,다큐멘터리,전인환,"김원명,노무현",2016-12-04,40,일요일,1
문라이트,2017-02-22,582,173185,24,미국,CGV아트하우스,15세이상관람가,드라마,배리젠킨스,"트레반트로즈,앙드레홀랜드,나오미해리스",2017-04-02,40,일요일,1
뮨달의요정,2015-09-24,48,315474,4,프랑스,씨네그루(주)다우기술,전체관람가,애니메이션,"알렉상드르헤보얀,베노이트필립폰","조슈아J.발라드,오마사이",2015-11-02,40,월요일,0
미녀와야수,2017-03-16,9413,5032596,454,미국,월트디즈니컴퍼니코리아유한책임회사,전체관람가,"멜로/로맨스,판타지,뮤지컬",빌콘돈,"엠마왓슨,댄스티븐스,루크에반스,이완맥그리거,이안맥켈런,엠마톰슨,구구바샤-로,케빈클라인,스탠리투치",2017-04-24,40,월요일,0
미니언즈,2015-07-29,11877,2612040,157,미국,유니버설픽쳐스인터내셔널코리아(유),전체관람가,애니메이션,"피에르꼬팽,카일발다","산드라블록,존햄,마이클키튼",2015-09-06,40,일요일,1
미라클벨리에,2015-08-27,87,119124,4,프랑스,(주)영화사진진,12세이상관람가,드라마,에릭라티고,"로앤에머라,카렝비야,프랑소아다미앙,에릭엘모스니노",2015-10-05,40,월요일,0
미비포유,2016-06-01,6296,919522,102,미국,워너브러더스코리아(주),12세이상관람가,"멜로/로맨스,드라마",테아샤록,"에밀리아클라크,샘클라플린,매튜루이스",2016-07-10,40,일요일,1
미션임파서블로그네이션,2015-07-30,1487,6118959,91,미국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"액션,스릴러,어드벤처",크리스토퍼맥쿼리,"톰크루즈,제레미레너,사이몬페그,알렉볼드윈,레베카퍼거슨",2015-09-07,40,월요일,0
미스페레그린과이상한아이들의집,2016-09-28,2243,2715737,54,미국,이십세기폭스코리아(주),12세이상관람가,"미스터리,판타지",팀버튼,"에바그린,사무엘L.잭슨,아사버터필드,앨리슨제니,킴디킨스,주디덴치,크리스오다우드",2016-11-06,40,일요일,1
미쓰와이프,2015-08-13,92,980108,24,한국,메가박스(주)플러스엠,15세이상관람가,코미디,강효진,"엄정화,송승헌,김상호,라미란,서신애,임보경,강현구,백승호,정지안,조훈휘,최윤철,유영채,홍석현,이승호,이연주,이은정,고수희,안소연,양도연,염동현,황석하,정지훈,조덕제,김병춘,최종률,정유석,이용녀,최일화",2015-09-21,40,월요일,0
미이라,2017-06-06,2343,3684703,70,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"액션,어드벤처,판타지",알렉스커츠먼,"톰크루즈,소피아부텔라,애나벨월리스,러셀크로우,하비에르보텟,제이크존슨,코트니B.반스,딜란스미스",2017-07-15,40,토요일,1
밀정,2016-09-07,3243,7494307,157,한국,워너브러더스코리아(주),15세이상관람가,액션,김지운,"송강호,공유,한지민,츠루미신고,엄태구,신성록,서영주,박민우,이진한,이진한,임서영,임서영,전수빈,정유안,조권수,조윤담,이동진,이상희,이수광,이승진,하민,노준표,김정우",2016-10-16,40,일요일,1
바다탐험대옥토넛시즌4늪지탐험선K,2016-09-28,206,69713,11,영국,와이드릴리즈(주),전체관람가,애니메이션,다라오코넬,NA,2016-11-06,40,일요일,1
바다탐험대옥토넛시즌4더파이널,2017-06-01,8,73743,2,영국,와이드릴리즈(주),전체관람가,"애니메이션,어드벤처",다라오코넬,"하성용,정재헌,엄상현,윤승희,김정은",2017-07-10,40,월요일,0
바다탐험대옥토넛시즌4아슬아슬구조대작전,2016-06-02,102,58516,6,영국,와이드릴리즈(주),전체관람가,"애니메이션,어드벤처",다라오코넬,"하성용,정재헌,엄상현,윤승희,김정은,김율",2016-07-10,39,일요일,1
바닷마을다이어리,2015-12-17,474,87234,17,일본,(주)티캐스트,12세이상관람가,드라마,고레에다히로카즈,"아야세하루카,나가사와마사미,카호,히로세스즈,카세료",2016-01-25,40,월요일,0
박물관이살아있다비밀의무덤,2015-01-14,4,1101678,1,미국,이십세기폭스코리아(주),전체관람가,"어드벤처,코미디,가족",숀레비,"벤스틸러,로빈윌리엄스,댄스티븐스,오웬윌슨,벤킹슬리,레벨윌슨",2015-02-17,35,화요일,0
박스트롤,2014-11-06,141,102496,1,미국,유니버설픽쳐스인터내셔널코리아(유),전체관람가,"애니메이션,가족,어드벤처,코미디","그레이엄애나블,안소니스타치","엘르패닝,사이몬페그,토니콜렛,아이작햄스터드라이트,벤킹슬리",2014-12-15,40,월요일,0
박열,2017-06-28,100,2357024,5,한국,메가박스(주)플러스엠,12세이상관람가,드라마,이준익,"이제훈,최희서,김인우,권율,민진웅",2017-08-06,40,일요일,1
발레리나,2017-02-09,192,202383,6,프랑스,판씨네마(주),전체관람가,"애니메이션,어드벤처,가족,뮤지컬","에릭섬머,에릭와린","엘르패닝,데인드한",2017-03-19,39,일요일,1
밤의해변에서혼자,2017-03-23,135,55668,11,한국,"(주)영화제작전원사,(주)콘텐츠판다",청소년관람불가,드라마,홍상수,"김민희,정재영,서영화,권해효,송선미,문성근,안재홍,박예주",2017-05-01,40,월요일,0
백설공주사라진아빠를찾아서,2016-09-29,54,54998,2,중국,예지림엔터테인먼트,전체관람가,"애니메이션,가족",벤차오,"이제인,사문영,박상훈",2016-11-06,39,일요일,1
버드맨,2015-03-05,116,204529,14,미국,이십세기폭스코리아(주),청소년관람불가,"코미디,드라마",알레한드로곤잘레스이냐리투,"마이클키튼,에드워드노튼,엠마스톤,나오미왓츠",2015-04-13,40,월요일,0
번개맨,2016-02-11,7,69115,2,한국,씨네그루(주)키다리이엔티,전체관람가,"판타지,가족",조근현,"정현진,루나",2016-03-21,40,월요일,0
베이블레이드버스트갓갓발키리의탄생,2017-06-01,3,109356,1,일본,씨제이이앤엠(주),전체관람가,애니메이션,야마구치켄타로,"김현지,한신,김보영,이호산,김영은",2017-07-10,40,월요일,0
베테랑,2015-08-05,140466,12497379,658,한국,씨제이이앤엠(주),15세이상관람가,"액션,드라마",류승완,"황정민,유아인,유해진,오달수,장윤주,김시후,오대환,정웅인,정만식,송영창,진경,유인영,박소담,이동휘,배성우,천호진,이채은,조덕현,신지수,김성종,권지훈,정윤헌,장한승,김선웅,김성종,우영택,김민재,김재현,김태용,김지수,박지윤,박지혜,손성민,장소연,유재명,배제기,류선영,정재헌,안길강,마동석,김응수",2015-09-13,40,일요일,1
벤허,2016-09-14,69,1397826,3,미국,롯데쇼핑㈜롯데엔터테인먼트,12세이상관람가,"어드벤처,드라마",티무르베크맘베토브,"잭휴스턴,토비켑벨,모건프리먼,로드리고산토로,할룩빌기너,요한필리프아스베크,모이세스아리아스,아예렛주러,소피아블랙디엘리아,제임스코스모,다토바크하제,자레스J.메즈",2016-10-23,40,일요일,1
보스베이비,2017-05-03,9872,2432721,166,미국,씨제이이앤엠(주),전체관람가,"애니메이션,코미디,가족",톰맥그라스,"알렉볼드윈,리사쿠드로,스티브부세미,토비맥과이어,지미키멜",2017-06-11,40,일요일,1
보안관,2017-05-03,26,2583974,4,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,"범죄,코미디",김형주,"이성민,조진웅,김성균,김종수,조우진,임현성,배정남",2017-06-11,40,일요일,1
보이후드,2014-10-23,146,181288,6,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,드라마,리차드링클레이터,"엘라콜트레인,에단호크,패트리시아아퀘트,로렐라이링클레이터",2014-12-01,40,월요일,0
본투비블루,2016-06-09,228,89704,8,캐나다,그린나래미디어(주),청소년관람불가,드라마,로버트뷔드로,"에단호크,카르멘에조고",2016-07-18,40,월요일,0
봉이김선달,2016-07-06,250,2049396,5,한국,씨제이이앤엠(주),12세이상관람가,사극,박대민,"유승호,조재현,고창석,라미란,시우민,연우진,전석호,서예지,주영호,박예슬,박상현,박진성,유일한,이선희",2016-08-14,40,일요일,1
부산행,2016-07-20,40508,11423669,393,한국,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,마동석,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경",2016-08-28,40,일요일,1
부활,2016-03-17,493,172909,54,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,드라마,케빈레이놀즈,"조셉파인즈,톰펠튼",2016-04-25,40,월요일,0
분노의질주더세븐,2015-04-01,3948,3239996,42,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"액션,범죄,스릴러",제임스완,"빈디젤,폴워커,드웨인존슨,제이슨스타뎀",2015-05-10,40,일요일,1
분노의질주더익스트림,2017-04-12,95,3651937,6,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"액션,범죄,스릴러",F.게리그레이,"빈디젤,드웨인존슨,샤를리즈테론,제이슨스타뎀,스콧이스트우드,커트러셀,미셸로드리게즈,엘자패터키,에바멘데스,헬렌미렌,조다나브루스터,루카스블랙,타이레스깁슨,루다크리스",2017-05-21,40,일요일,1
불한당나쁜놈들의세상,2017-05-17,369,928893,4,한국,씨제이이앤엠(주),청소년관람불가,"범죄,액션,드라마",변성현,"설경구,임시완,김희원,전혜진,이경영,김성오,허준호",2017-06-25,40,일요일,1
뷰티인사이드,2015-08-20,730,2050226,15,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"판타지,멜로/로맨스",백,"오상철,한효주,김대명,도지한,배성우,박신혜,이범수,박서준,김상호,천우희,우에노주리,이재준,김민재,이현우,조달환,이진욱,홍다미,서강준,김희원,이동욱,고아성,김주혁,유연석,이동휘,문숙,이경영,유재상,임예진,정두원,박지현,정은교,조유덕,차수보,차정환,이미도,손영진,신예진,유보라,윤여진,이미애,홍승철,이성준,이소연,이슬기,이승대,신동미,이진성,김시은",2015-09-28,40,월요일,1
브루클린,2016-04-21,120,50849,4,미국,이십세기폭스코리아(주),12세이상관람가,"드라마,멜로/로맨스",존크로울리,"시얼샤로넌,도널글리슨",2016-05-30,40,월요일,0
브리짓존스의베이비,2016-09-28,389,819814,26,미국,유니버설픽쳐스인터내셔널코리아(유),15세이상관람가,"코미디,멜로/로맨스",샤론맥과이어,"르네젤위거,콜린퍼스,패트릭뎀시",2016-11-06,40,일요일,1
비긴어게인,2014-08-13,124955,2437713,494,미국,판씨네마(주),15세이상관람가,멜로/로맨스,존카니,"키이라나이틀리,마크러팔로,애덤리바인,헤일리스테인펠드,제임스코든,캐서린키너",2014-09-21,40,일요일,1
비밀은없다,2016-06-23,6,250285,1,한국,씨제이이앤엠(주),청소년관람불가,스릴러,이경미,"손예진,김주혁,장재우,장한승,신지훈,이민아,이상희",2016-08-01,40,월요일,0
빅쇼트,2016-01-21,37,444986,1,미국,롯데쇼핑㈜롯데엔터테인먼트,청소년관람불가,드라마,아담맥케이,"크리스찬베일,스티브카렐,라이언고슬링,브래드피트",2016-02-29,40,월요일,0
빅아이즈,2015-01-28,9,85144,2,미국,판씨네마(주),12세이상관람가,드라마,팀버튼,"에이미아담스,크리스토프왈츠",2015-03-08,40,일요일,1
빅히어로,2015-01-21,15034,2780940,219,미국,월트디즈니컴퍼니코리아(주),전체관람가,"애니메이션,액션,코미디","돈홀,크리스윌리암스","라이언포터,스콧애짓,다니엘헤니,제이미정,T.J.밀러,제네시스로드리게스,데이몬웨이언스주니어,마야루돌프,제임스크롬웰,알란터딕",2015-03-01,40,일요일,1
뽀로로극장판컴퓨터왕국대모험,2015-12-10,117,441721,11,한국,(주)넥스트엔터테인먼트월드(NEW),전체관람가,애니메이션,박영균,"이선,이미자,함수정,홍소영,정미숙,김서영,김환진,엄상현,홍범기",2016-01-18,40,월요일,0
사냥,2016-06-29,2,645922,1,한국,롯데쇼핑㈜롯데엔터테인먼트,15세이상관람가,액션,이우철,"안성기,조진웅,한예리,권율,손현주,박병은",2016-08-03,36,수요일,0
사도,2015-09-16,6389,6229050,115,한국,(주)쇼박스,12세이상관람가,사극,이준익,"송강호,유아인,문근영,전혜진,김해숙,박원상,진지희,박소담,서예지,이효제,곽동호,최희영,정호,이현철,김상훈,이민혜,김경원,김대환,김민규,양지혜,안현숙,김우진,이대연,최덕문,정석용,최민철,안정우,안태훈,조승연",2015-10-25,40,일요일,1
사랑에대한모든것,2014-12-10,70,275455,1,미국,유니버설픽쳐스인터내셔널코리아(유),12세이상관람가,멜로/로맨스,제임스마쉬,"에디레드메인,펠리시티존스",2015-01-18,40,일요일,1
사랑하기때문에,2017-01-04,32,340830,4,한국,(주)넥스트엔터테인먼트월드(NEW),12세이상관람가,"코미디,멜로/로맨스",주지홍,"차태현,김유정,서현진,박근형,선우용녀,성동일,배성우,임주환,김윤혜,오나라,김사희,장도윤,김강훈",2017-02-07,35,화요일,0
사일런스,2017-02-28,308,93435,9,미국,씨네그루(주)키다리이엔티,15세이상관람가,드라마,마틴스콜세지,"앤드류가필드,리암니슨,아담드라이버,시아란힌즈,아사노타다노부,코마츠나나,츠카모토신야,카세료,사부,오가타이세이",2017-04-08,40,토요일,1
