title,eightdays_aud,drama,action,comedy,fantasy.SF,advanture,criminal.thrill,traditional,romance,documentary,horror,family,war,etc,series,holiday,aud_18,korea,usa,actors,director,distributor_value,expect,comp_before,comp_after,first_screen
고질라,614760,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1984,2,0,580
헝거게임모킹제이,634718,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,16,0,3,14780,0,2,587
갓오브이집트,628970,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2439,0,2,485
살인의뢰,640815,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,7,0,0,8238,0,4,481
시간이탈자,663977,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0,3,7164,4,3,673
공각기동대고스트인더쉘,651472,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,3,4457,4,1,763
라이트아웃,706849,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2011,0,4,425
악녀,679877,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,3562,1,1,563
드라큘라전설의시작,680445,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,2897,6,3,347
상의원,676632,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,0,3,8746,1,4,466
레전드오브타잔,672498,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,2,2640,1,3,540
퓨리,707809,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,4734,0,2,517
박물관이살아있다비밀의무덤,692443,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,8,0,2,3273,0,4,428
맨인더다크,708515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,2623,1,2,473
우아한거짓말,725190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,0,163,0,2,485
불한당나쁜놈들의세상,712525,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,11,1,3,3041,0,2,800
말레피센트,751511,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4072,0,6,433
허삼관,716990,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,2,10731,0,4,584
간신,726072,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,13,3,3,4570,0,4,674
성난변호사,729895,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,3,2973,0,2,607
오빠생각,731110,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5,3,2,8257,0,4,841
손님,720435,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,3,7780,0,6,493
나를찾아줘,773746,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1592,0,4,549
라라랜드,794179,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,2499,0,4,712
빅매치,758352,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,2,4634,0,4,618
특별수사사형수의편지,764396,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,23,1,2,3052,0,3,675
대립군,746783,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,14,1,2,2929,2,4,809
매그니피센트7,756010,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,13,0,1,2669,0,4,564
그놈이다,787901,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,5658,3,4,510
이미테이션게임,808365,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,7140,6,2,414
"당신,거기있어줄래요",784933,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,1,3,8363,2,0,756
컨저링2,827336,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6,0,2,7907,0,3,466
슬로우비디오,864184,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,2,8508,0,9,596
스타트렉비욘드,819394,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16,0,3,3766,1,1,701
인간중독,851490,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,2,2,5486,1,2,576
가디언즈오브갤럭시,856783,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,7337,1,4,497
워크래프트전쟁의서막,851214,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,14521,0,3,715
노무현입니다,873954,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,45099,1,3,580
쎄시봉,875073,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,16,2,3,12076,0,6,757
인턴,930715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,2,5224,0,7,353
장산범,879338,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,7814,2,3,621
미씽사라진여자,884449,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,4785,1,3,633
로그원스타워즈스토리,872433,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,3189,1,1,907
차이나타운,908156,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,5953,2,5,443
대호,929343,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,7,1,2,8397,4,3,892
제보자,997945,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,1,0,3728,0,9,676
인투더스톰,917400,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1559,2,5,423
탐정홍길동사라진마을,949965,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,3,6179,0,4,669
엑소더스신들과왕들,964633,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,4163,4,1,756
나의사랑나의신부,982440,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,8499,6,3,577
뷰티인사이드,989052,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,33,0,2,17219,0,2,633
끝까지간다,1045395,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,1320,0,6,629
메이즈러너,1041125,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,35841,0,1,472
벤허,1003113,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,7,0,3,1449,0,4,547
더폰,1028591,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,7,0,2,5205,0,6,705
임금님의사건수첩,1111569,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,3,3320,2,5,934
해빙,1006919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,12,0,3,8972,2,2,828
셜록유령신부,1086912,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,12494,3,7,831
킹스맨시크릿에이전트,1198680,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,4,0,2,2480,4,6,510
에이리언커버넌트,1063197,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4,0,2,7635,4,2,841
스파이,1093611,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,2,2016,0,4,636
두근두근내인생,1248685,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7,0,3,15718,2,6,612
레버넌트죽음에서돌아온자,1120352,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,2,5179,0,2,704
샌안드레아스,1138629,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,3676,1,1,701
브이아이피,1149372,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,19,2,2,8614,2,2,851
해무(海霧),1138295,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,14,0,2,7489,0,4,580
매드맥스분노의도로,1166975,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,2005,0,2,765
인디펜던스데이리써전스,1170530,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2,4825,2,2,844
악의연대기,1183194,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,6,0,3,5113,0,2,693
특별시민,1208488,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21,0,3,4647,2,5,1154
콩스컬아일랜드,1195510,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,2936,0,1,780
굿바이싱글,1242417,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,3,6176,1,3,661
오늘의연애,1214638,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,3,3,19766,0,4,577
미스페레그린과이상한아이들의집,1253955,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,14,0,2,8695,0,6,480
겟아웃,1261443,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,5068,0,2,531
강남1970,1289783,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11,3,3,21361,0,4,684
23아이덴티티,1316094,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,1,3751,2,7,503
조선명탐정사라진놉의딸,1504049,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,17,1,3,7406,4,6,740
메이즈러너스코치트라이얼,1314982,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,2,35841,2,2,680
재심,1370817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,6797,4,5,727
로건,1312794,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6,0,2,4093,2,2,849
봉이김선달,1321839,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8,1,3,20055,1,1,747
형,1461481,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,3,25600,1,1,744
테이큰3,1405631,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13,0,2,8326,3,5,614
007스펙터,1412150,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,1,6919,4,1,991
루시,1514733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13,0,1,12047,2,6,441
스물,1475615,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,27413,2,1,786
표적,1422460,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,1,3,1717,1,2,576
스타워즈깨어난포스,1563846,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,14170,2,3,903
노아,1414009,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,3,1674,0,2,809
분노의질주더세븐,1464107,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,13,0,1,7601,0,0,774
박열,1457647,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0,7265,1,3,917
공조,1621572,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,2,3,9879,1,2,900
조작된도시,1511076,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,12267,2,7,771
탐정더비기닝,1532215,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,10,1,3,3319,0,7,486
호빗다섯군대전투,1654411,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,8,0,2,16936,0,2,900
원더우먼,1587711,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,2,3222,2,4,941
극비수사,1685772,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16,3,3,9189,0,4,722
배트맨대슈퍼맨저스티스의시작,1646940,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,11,0,2,16024,0,4,1625
앤트맨,1680869,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,6457,0,4,858
수어사이드스쿼드,1644839,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,2,32475,0,3,733
프리즌,1700909,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,12,0,3,8022,0,5,909
신의한수,1741055,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,19,1,3,2407,1,1,664
기술자들,1778083,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9,1,3,24306,1,4,641
보안관,1716624,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,15,0,3,2752,3,6,669
캡틴아메리카윈터솔져,1766727,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,7,0,0,1969,2,0,938
분노의질주더익스트림,1794978,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,16,0,1,9867,1,1,1238
덩케르크,1813294,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,2,6381,1,5,1252
캐리비안의해적죽은자는말이없다,1865118,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,10,0,0,12939,0,2,1357
판도라,1947524,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,15,1,2,8338,0,4,1029
귀향,1907746,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,6,513
엑스맨아포칼립스,1907570,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,2,14705,3,1,1220
연평해전,2068328,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,2,28626,3,3,667
어메이징스파이더맨2,1993958,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,0,3680,1,1,1145
터미네이터제니시스,1986382,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,3,28154,0,0,1086
히말라야,2081648,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15,2,3,13693,4,3,1009
제이슨본,2016091,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,8,0,1,13139,0,3,771
트랜스포머최후의기사,2015437,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,12,0,3,16721,3,1,1739
혹성탈출반격의서막,2091249,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,4,0,2,2984,1,3,793
데드풀,2108639,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,14601,3,4,915
국제시장,2312726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,2,3,12784,0,2,931
가디언즈오브갤럭시VOL.2,2055994,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,14,0,0,7337,3,6,1166
나우유씨미2,2166045,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,9,0,3,9865,0,3,861
타짜-신의손,2432345,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,9,2,3,7157,2,6,768
사도,2245849,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,16,7,3,22459,2,2,1123
아수라,2218912,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,31,2,3,28898,0,6,1262
엣지오브투모로우,2267446,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,2528,5,2,681
더킹,2372889,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,3,2,17679,1,2,1125
엑스맨데이즈오브퓨처패스트,2270844,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,0,2,4066,0,3,875
검은사제들,2411702,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,18,0,3,15918,0,4,834
마션,2291525,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,2,6812,0,2,1003
덕혜옹주,2398837,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,16,1,3,20348,0,3,774
쥬라기월드,2350583,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,15462,0,0,1041
신비한동물사전,2379264,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,2,12840,1,3,1091
내부자들,2452790,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,14,2,3,12198,1,4,907
해적바다로간산적,2557032,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,3,4941,2,2,786
아가씨,2503831,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,2,3,21671,0,4,1016
역린,2543482,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,11,0,3,6255,1,2,947
미이라,2580120,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,1,6513,4,2,1257
밀정,3226066,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,3,2,13996,0,5,1221
럭키,2879406,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,1,3,15767,0,4,889
인터스텔라,3046663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,2,11513,0,2,1089
닥터스트레인지,2842766,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,17810,1,2,1503
청년경찰,2910755,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,16419,1,5,1102
트랜스포머사라진시대,3087062,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,3,8008,0,0,1512
곡성,3212395,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,21,2,2,15570,0,3,1125
마스터,3835983,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,39,0,3,18671,0,3,1448
터널,3763657,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,25,1,3,14152,0,4,820
미션임파서블로그네이션,3779323,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,10,0,3,8626,2,2,1199
인천상륙작전,3903979,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,23,1,3,35317,0,3,901
베테랑,3982844,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,4,3,9952,1,1,957
군도민란의시대,3821551,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,1,3,14319,1,2,1250
스파이더맨홈커밍,4301971,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,15235,1,0,1703
암살,4689826,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,3,3,20846,1,1,1264
어벤져스에이지오브울트론,4664133,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,42,0,0,96176,0,4,1731
캡틴아메리카시빌워,4871540,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,17,0,0,55504,3,0,1864
군함도,5185437,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,5,3,97770,4,1,2027
택시운전사,5812874,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,3,3,45603,0,2,1446
검사외전,6405797,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,24,0,3,46891,1,3,1268
부산행,6659075,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,10,0,2,62952,1,2,1571
명량,7329679,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,20,2,3,13639,1,2,1159
